date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:02:57	6454/6454	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b05-1936%22	https://adminlte.io/themes/v3/plugins/toastr/toastr.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/toastr/toastr.min.css	(from https://adminlte.io/themes/v3/pages/UI/modals.html)
01:02:57	47965/47965	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-bb5d%22	https://adminlte.io/themes/v3/plugins/sweetalert2/sweetalert2.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/sweetalert2/sweetalert2.min.js	(from https://adminlte.io/themes/v3/pages/UI/modals.html)
01:02:57	5251/5251	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b05-1483%22	https://adminlte.io/themes/v3/plugins/toastr/toastr.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/toastr/toastr.min.js	(from https://adminlte.io/themes/v3/pages/UI/modals.html)
01:02:58	24454/24454	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b2e-5f86%22	https://adminlte.io/themes/v3/plugins/sweetalert2/sweetalert2.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/sweetalert2/sweetalert2.min.css	(from https://adminlte.io/themes/v3/pages/UI/navbar.html)
01:02:58	2338/2338	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-922%22	https://adminlte.io/themes/v3/plugins/bs-custom-file-input/bs-custom-file-input.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bs-custom-file-input/bs-custom-file-input.min.js	(from https://adminlte.io/themes/v3/pages/forms/general.html)
01:02:58	9495/9495	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-2517%22	https://adminlte.io/themes/v3/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:02:58	14966/14966	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-3a76%22	https://adminlte.io/themes/v3/plugins/select2/css/select2.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/select2/css/select2.min.css	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:02:59	6705/6705	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b2e-1a31%22	https://adminlte.io/themes/v3/plugins/select2-bootstrap4-theme/select2-bootstrap4.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/select2-bootstrap4-theme/select2-bootstrap4.min.css	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:02:59	1552/1552	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-610%22	https://adminlte.io/themes/v3/plugins/bootstrap4-duallistbox/bootstrap-duallistbox.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bootstrap4-duallistbox/bootstrap-duallistbox.min.css	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:02:59	3231/3231	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-c9f%22	https://adminlte.io/themes/v3/plugins/bs-stepper/css/bs-stepper.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bs-stepper/css/bs-stepper.min.css	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:02:59	9830/9830	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b2e-2666%22	https://adminlte.io/themes/v3/plugins/dropzone/min/dropzone.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/dropzone/min/dropzone.min.css	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:00	79172/79172	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-13544%22	https://adminlte.io/themes/v3/plugins/select2/js/select2.full.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/select2/js/select2.full.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:00	16859/16859	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-41db%22	https://adminlte.io/themes/v3/plugins/bootstrap4-duallistbox/jquery.bootstrap-duallistbox.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bootstrap4-duallistbox/jquery.bootstrap-duallistbox.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:00	141748/141748	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-229b4%22	https://adminlte.io/themes/v3/plugins/inputmask/jquery.inputmask.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/inputmask/jquery.inputmask.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:00	97134/97134	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-17b6e%22	https://adminlte.io/themes/v3/plugins/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:00	14920/14920	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-3a48%22	https://adminlte.io/themes/v3/plugins/bootstrap-switch/js/bootstrap-switch.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bootstrap-switch/js/bootstrap-switch.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:00	6226/6226	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-1852%22	https://adminlte.io/themes/v3/plugins/bs-stepper/js/bs-stepper.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/bs-stepper/js/bs-stepper.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:01	114795/114795	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-1c06b%22	https://adminlte.io/themes/v3/plugins/dropzone/min/dropzone.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/dropzone/min/dropzone.min.js	(from https://adminlte.io/themes/v3/pages/forms/advanced.html)
01:03:01	8722/8722	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-2212%22	https://adminlte.io/themes/v3/plugins/codemirror/codemirror.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/codemirror/codemirror.css	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:01	2179/2179	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-883%22	https://adminlte.io/themes/v3/plugins/codemirror/theme/monokai.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/codemirror/theme/monokai.css	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:01	3044/3044	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2006:03:03%20GMT	https://adminlte.io/themes/v3/plugins/simplemde/simplemde.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/simplemde/simplemde.min.css	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:02	40424/40424	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-9de8%22	https://adminlte.io/themes/v3/plugins/codemirror/mode/css/css.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/codemirror/mode/css/css.js	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:02	398294/398294	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-613d6%22	https://adminlte.io/themes/v3/plugins/codemirror/codemirror.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/codemirror/codemirror.js	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:02	13217/13217	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-33a1%22	https://adminlte.io/themes/v3/plugins/codemirror/mode/xml/xml.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/codemirror/mode/xml/xml.js	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:02	5684/5684	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-1634%22	https://adminlte.io/themes/v3/plugins/codemirror/mode/htmlmixed/htmlmixed.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/codemirror/mode/htmlmixed/htmlmixed.js	(from https://adminlte.io/themes/v3/pages/forms/editors.html)
01:03:03	24430/24430	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-5f6e%22	https://adminlte.io/themes/v3/plugins/jquery-validation/jquery.validate.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jquery-validation/jquery.validate.min.js	(from https://adminlte.io/themes/v3/pages/forms/validation.html)
01:03:03	22659/22659	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-5883%22	https://adminlte.io/themes/v3/plugins/jquery-validation/additional-methods.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jquery-validation/additional-methods.min.js	(from https://adminlte.io/themes/v3/pages/forms/validation.html)
01:03:03	5232/5232	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b2e-1470%22	https://adminlte.io/themes/v3/plugins/datatables-bs4/css/dataTables.bootstrap4.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-bs4/css/dataTables.bootstrap4.min.css	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:03	4463/4463	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b2e-116f%22	https://adminlte.io/themes/v3/plugins/datatables-responsive/css/responsive.bootstrap4.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-responsive/css/responsive.bootstrap4.min.css	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:03	3499/3499	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b2e-dab%22	https://adminlte.io/themes/v3/plugins/datatables-buttons/css/buttons.bootstrap4.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-buttons/css/buttons.bootstrap4.min.css	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:04	83602/83602	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-14692%22	https://adminlte.io/themes/v3/plugins/datatables/jquery.dataTables.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables/jquery.dataTables.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:04	2098/2098	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-832%22	https://adminlte.io/themes/v3/plugins/datatables-bs4/js/dataTables.bootstrap4.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-bs4/js/dataTables.bootstrap4.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:04	14006/14006	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-36b6%22	https://adminlte.io/themes/v3/plugins/datatables-responsive/js/dataTables.responsive.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-responsive/js/dataTables.responsive.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:04	1244/1244	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-4dc%22	https://adminlte.io/themes/v3/plugins/datatables-responsive/js/responsive.bootstrap4.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-responsive/js/responsive.bootstrap4.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:05	20311/20311	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-4f57%22	https://adminlte.io/themes/v3/plugins/datatables-buttons/js/dataTables.buttons.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-buttons/js/dataTables.buttons.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:05	1043/1043	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-413%22	https://adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.bootstrap4.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.bootstrap4.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:05	99112/99112	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-18328%22	https://adminlte.io/themes/v3/plugins/jszip/jszip.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jszip/jszip.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:06	24834/24834	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-6102%22	https://adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.html5.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.html5.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:06	1307283/1307283	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-13f293%22	https://adminlte.io/themes/v3/plugins/pdfmake/pdfmake.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/pdfmake/pdfmake.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:06	926233/926233	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-e2219%22	https://adminlte.io/themes/v3/plugins/pdfmake/vfs_fonts.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/pdfmake/vfs_fonts.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:06	2212/2212	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-8a4%22	https://adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.print.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.print.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:07	2838/2838	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-b16%22	https://adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.colVis.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/datatables-buttons/js/buttons.colVis.min.js	(from https://adminlte.io/themes/v3/pages/tables/data.html)
01:03:07	1802/1802	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-70a%22	https://adminlte.io/themes/v3/plugins/jsgrid/jsgrid.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jsgrid/jsgrid.min.css	(from https://adminlte.io/themes/v3/pages/tables/jsgrid.html)
01:03:07	33450/33450	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-82aa%22	https://adminlte.io/themes/v3/plugins/jsgrid/jsgrid-theme.min.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jsgrid/jsgrid-theme.min.css	(from https://adminlte.io/themes/v3/pages/tables/jsgrid.html)
01:03:07	24552/24552	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-5fe8%22	https://adminlte.io/themes/v3/plugins/jsgrid/demos/db.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jsgrid/demos/db.js	(from https://adminlte.io/themes/v3/pages/tables/jsgrid.html)
01:03:08	37211/37211	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-915b%22	https://adminlte.io/themes/v3/plugins/jsgrid/jsgrid.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/jsgrid/jsgrid.min.js	(from https://adminlte.io/themes/v3/pages/tables/jsgrid.html)
01:03:08	39713/39713	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-9b21%22	https://adminlte.io/themes/v3/plugins/fullcalendar/main.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/fullcalendar/main.css	(from https://adminlte.io/themes/v3/pages/calendar.html)
01:03:08	675807/675807	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b2e-a4fdf%22	https://adminlte.io/themes/v3/plugins/fullcalendar/main.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/fullcalendar/main.js	(from https://adminlte.io/themes/v3/pages/calendar.html)
01:03:08	7143/7143	---MCZ	200	added ('OK')	text/css	etag:W/%2260587b04-1be7%22	https://adminlte.io/themes/v3/plugins/ekko-lightbox/ekko-lightbox.css	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/ekko-lightbox/ekko-lightbox.css	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:09	1339/1339	---M--	200	added ('OK')	image/png	etag:%225febdf24-608%22	https://via.placeholder.com/1200/FFFFFF.png?text=1	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FFFFFF67d2.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:09	2992/2992	---M--	200	added ('OK')	image/png	etag:%225febc305-bc5%22	https://via.placeholder.com/1200/000000.png?text=2	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/000000c1e4.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:09	3433/3433	---M--	200	added ('OK')	image/png	etag:%225febd113-d7e%22	https://via.placeholder.com/1200/FF0000/FFFFFF.png?text=3	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FF0000/FFFFFF8e7d.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:09	2217/2217	---M--	200	added ('OK')	image/png	etag:%225febc305-8be%22	https://via.placeholder.com/1200/FF0000/FFFFFF.png?text=4	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FF0000/FFFFFF657e.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:10	3204/3204	---M--	200	added ('OK')	image/png	etag:%225febd119-c99%22	https://via.placeholder.com/1200/000000.png?text=5	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/000000afe0.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:10	3142/3142	---M--	200	added ('OK')	image/png	etag:%225febd116-f3b%22	https://via.placeholder.com/1200/FFFFFF.png?text=6	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FFFFFFc5d6.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:10	1832/1832	---M--	200	added ('OK')	image/png	etag:%225febd11b-8a9%22	https://via.placeholder.com/1200/FFFFFF.png?text=7	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FFFFFFa763.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:10	3783/3783	---M--	200	added ('OK')	image/png	etag:%225febd11a-edc%22	https://via.placeholder.com/1200/000000.png?text=8	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/000000be9e.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:11	3781/3781	---M--	200	added ('OK')	image/png	etag:%225febc305-eda%22	https://via.placeholder.com/1200/FF0000/FFFFFF.png?text=9	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FF0000/FFFFFFa749.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:11	3369/3369	---M--	200	added ('OK')	image/png	etag:%225febd117-103a%22	https://via.placeholder.com/1200/FFFFFF.png?text=10	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FFFFFFbc7d.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:11	1407/1407	---M--	200	added ('OK')	image/png	etag:%225febd11b-6b1%22	https://via.placeholder.com/1200/FFFFFF.png?text=11	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/FFFFFF3bba.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:11	3830/3830	---M--	200	added ('OK')	image/png	etag:%225febd115-f0b%22	https://via.placeholder.com/1200/000000.png?text=12	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/via.placeholder.com/1200/0000002a13.png	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:11	14689/14689	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-3961%22	https://adminlte.io/themes/v3/plugins/ekko-lightbox/ekko-lightbox.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/ekko-lightbox/ekko-lightbox.min.js	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:12	49179/49179	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260587b04-c01b%22	https://adminlte.io/themes/v3/plugins/filterizr/jquery.filterizr.min.js	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/plugins/filterizr/jquery.filterizr.min.js	(from https://adminlte.io/themes/v3/pages/gallery.html)
01:03:12	1062/1062	---M--	200	added ('OK')	image/png	etag:%2260587b04-426%22	https://adminlte.io/themes/v3/dist/img/credit/visa.png	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/dist/img/credit/visa.png	(from https://adminlte.io/themes/v3/pages/examples/invoice.html)
01:03:12	1575/1575	---M--	200	added ('OK')	image/png	etag:%2260587b04-627%22	https://adminlte.io/themes/v3/dist/img/credit/mastercard.png	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/dist/img/credit/mastercard.png	(from https://adminlte.io/themes/v3/pages/examples/invoice.html)
01:03:12	2162/2162	---M--	200	added ('OK')	image/png	etag:%2260587b04-872%22	https://adminlte.io/themes/v3/dist/img/credit/american-express.png	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/dist/img/credit/american-express.png	(from https://adminlte.io/themes/v3/pages/examples/invoice.html)
